District,Crop,Season,Area (hectares),Yield (quintals),Production (metric tons),Average_Price,Price_Volatility,Price_Trend,Cost_of_Cultivation,Disease_Risk,Disease_Count,Weather_Risk,Yield_Score,Price_Level_Score,Price_Trend_Score,Price_Score,Price_Stability_Score,Cost_Score,Disease_Score,Weather_Score,Risk_Adjusted_Score,Data_Coverage,Rank
Hanumangarh,Bajra,Rabi,12523.508409622464,30.03651561171685,3761.625558590925,2344.058933480805,270.949323127899,-83.43510362909235,37245.85,,,,24.3139687380873,5.249124607827964,36.92302846148596,17.91868614929116,62.15372760373745,100.0,,50,46.094765061045194,83.33333333333334,33.0
Alwar,Onion,Rabi,16238.794362826871,39.88263850154879,6476.4596527361255,2464.5611097430974,330.487717549732,189.22219328118777,192832.55,57.291666666666664,4.0,,48.83349261983646,37.024697246222495,77.3752873564263,53.16493329030402,40.12522559479752,0.0,0.0,50,36.36014365223955,100.0,53.0
Bhilwara,Tomato,Rabi,12533.338813300708,27.992241571388192,3508.362477579692,2585.2694299815,361.5020768571169,34.91633673448848,,56.666666666666664,4.0,,19.223170388978538,68.85462859489124,54.482005097831234,63.10557919606724,28.65027933628403,,3.759398496240607,50,34.823988454735,83.33333333333334,50.0
Ajmer,Pomegranate,Rabi,15734.89971332617,30.999720171744546,4877.774880435747,2485.493684389021,361.31989302273314,-44.82758420247788,,,,,26.712610058824655,42.54446931010925,42.6509564826119,42.587064179110314,28.717685201032168,,,50,36.004290840910734,66.66666666666666,39.0
Nagaur,Guava,Kharif,13586.885083145033,39.73803212999852,5399.16075980615,2500.4551225324476,277.585217086817,134.05041510232655,,,,,48.47338342555234,46.48969485911924,69.18983594956404,55.569751295297166,59.69852529563602,,,50,52.916099879723895,66.66666666666666,24.0
Udaipur,Citrus,Kharif,10655.746975508027,29.038702321759708,3094.2906443776897,2441.090367696757,320.9339084147643,103.0029107565951,,,,,21.829142267162712,30.835628368767786,64.58353456659174,44.33479084789737,43.660022019295816,,,50,37.8309960523527,66.66666666666666,46.0
Bhilwara,Cotton,Kharif,12844.667336242692,30.617320529206477,3932.692969247712,2577.1034544330764,305.4366722745149,120.71996455962663,91569.22,46.875,2.0,,25.760330946274944,66.70131852821257,67.212090102854,66.90562715806914,49.393816166141576,65.08482408843429,62.65664160401001,50,50.758668366769946,100.0,23.0
Jodhpur,Bajra,Kharif,15932.722696794011,32.11822365069129,5117.3075094007545,2372.3098195021794,203.70975540628706,168.1371241286985,37245.85,,,,29.49798792488563,12.698683683982917,74.24704290509632,37.31802737242828,87.0315726820156,100.0,,50,55.99204262001045,83.33333333333334,16.0
Hanumangarh,Opium,Rabi,17572.978869606057,29.312091046227373,5151.007565793225,2429.645185810749,241.51811495740964,5.02760230466712,,,,,22.509954545618875,27.81761475557892,50.04762231439484,36.70961777910529,73.04292665932049,,,50,41.90113492149846,66.66666666666666,44.0
Bhilwara,Cotton,Kharif,14942.951376291934,44.5489656015228,6656.930268476572,2577.1034544330764,305.4366722745149,120.71996455962663,91569.22,46.875,2.0,,60.45391621682643,66.70131852821257,67.212090102854,66.90562715806914,49.393816166141576,65.08482408843429,62.65664160401001,50,59.43206468440783,100.0,13.0
Ajmer,Sugarcane,Rabi,14944.46059202283,33.039951535852545,4937.642536898926,2496.761937413637,371.7014042161029,38.96302850322494,,,,,31.793341044642524,45.51582803239601,55.082384493328654,49.34245061676907,24.876648800911894,,,50,38.73109693953497,66.66666666666666,33.0
Sri Ganganagar,Wheat,Rabi,15968.155681014268,29.22240876649585,4666.279725576418,2534.583143620669,359.8771878092114,30.532576180596187,74052.11,40.666666666666664,3.0,,22.286621277869635,55.489012935607654,53.83161716077988,54.82605462567655,29.251469072817542,76.34356921253551,100.0,50,49.87612198740569,100.0,25.0
Jaipur,Garlic,Kharif,16558.039542723516,48.93967904705696,8103.451408693667,2470.5552075866267,261.84331677112203,-157.54974056843614,,,,9.014809614544701,71.38798685460715,38.605298504527816,25.927157397887058,33.53404206187152,65.52284229471277,,,50,55.84297529364401,66.66666666666666,5.0
Kota,Fennel,Kharif,14673.719554629428,28.67199712558434,4207.248448919657,2522.877054600091,348.11305172561777,-17.9805857599266,,,,,20.915946594532134,52.40219995411226,46.634058141202416,50.094943228948324,33.60406033543741,,,50,37.05144579298442,66.66666666666666,40.0
Jaipur,Cumin,Kharif,17070.43197513334,35.2610432841812,6019.212407548474,2560.745512353732,311.61613444070485,341.7178303923261,,,,9.014809614544701,37.32446357643027,62.38784475637406,100.0,77.43270685382444,47.1074882249204,,,50,52.51170733148069,66.66666666666666,10.0
Bhilwara,Mango,Rabi,15672.27744543125,49.199316913602544,7710.653447956774,2470.8879837233767,349.00917395365167,-75.6934263913202,,,,,72.03455575696618,38.693049221017844,38.07160704512268,38.44447235065978,33.27250570598872,,,50,50.91787902036241,66.66666666666666,27.0
Sri Ganganagar,Onion,Rabi,15293.028295646494,42.03160807965431,6427.905716736772,2579.646327014895,299.33065418109754,-116.26178342479348,192832.55,57.291666666666664,4.0,,54.185011332438094,67.37185606487819,32.05276324282222,53.2442189360558,51.652970668771964,0.0,0.0,50,39.44304222063648,100.0,39.0
Alwar,Onion,Rabi,15073.530522776828,41.38891351472143,6238.770511687239,2464.5611097430974,330.487717549732,189.22219328118777,192832.55,57.291666666666664,4.0,,52.58452706976288,37.024697246222495,77.3752873564263,53.16493329030402,40.12522559479752,0.0,0.0,50,37.29790226472115,100.0,49.0
Jaipur,Pulses,Rabi,19353.43082338513,49.621991296041294,9603.55775866554,2504.7348677814603,260.6243666881331,34.848381540048884,,,,9.014809614544701,73.08712992553696,47.61823344864495,54.47192306023357,50.3597092932804,65.97383941367562,,,50,60.986400336122216,66.66666666666666,6.0
Sri Ganganagar,Mustard,Rabi,20000.0,25.81568635410829,5163.137270821659,2594.168458070026,229.53995706835244,40.38445008869863,,,,,13.802955932265496,71.20123943802311,55.2932708867097,64.83805201749774,77.47470345956515,,,50,47.386073207334256,66.66666666666666,29.0
Alwar,Coriander,Rabi,17616.961910162034,45.206236530317696,7963.965470563824,2460.2661253266865,357.49294060823,2.163949460238926,,,,,62.090699589905064,35.8921401959052,49.62276214171382,41.38438897422864,30.133612348037758,,,50,47.75945939270355,66.66666666666666,26.0
Alwar,Tomato,Kharif,20000.0,29.81220753164984,5962.441506329968,2498.563704124966,282.8798758148279,-75.51769971045312,,56.666666666666664,4.0,,23.7553806128312,45.99094118627514,38.097678385481935,42.833636065957855,57.73956416544017,,3.759398496240607,50,36.52052569510524,83.33333333333334,39.0
Nagaur,Citrus,Kharif,12480.834473457671,36.86517434530854,4601.081388389542,2386.835587168326,274.4543611575065,-26.518223732402717,,,,,41.319186200031275,16.529026005763225,45.36738842237394,28.06437097240751,60.85690497312404,,,50,43.42827532061057,66.66666666666666,47.0
Jaipur,Coriander,Rabi,8628.312827070578,46.12986668814119,3980.229204563445,2537.8802144321417,304.9340956843572,262.18440713967624,,,,9.014809614544701,64.390789885959,56.35842721768534,88.20018145607989,69.09512891304315,49.57976356249721,,,50,59.80491705129728,66.66666666666666,8.0
Ajmer,Fennel,Rabi,12722.602015338907,32.09164043058726,4082.89169217721,2436.16073414115,328.5196270392623,93.04381484032236,,,,,29.431788476890965,29.53571882368292,63.105973060151754,42.96382051827045,40.85339581478181,,,50,39.43829412679214,66.66666666666666,31.0
Jodhpur,Oilseeds,Rabi,16025.26792733148,34.85102558327732,5584.970225143029,2505.795658348279,342.47291786105546,-161.82365843715024,,,,,36.3034079871653,47.897956427562015,25.293066052890612,38.856000277693454,35.69084318157745,,,50,39.60090470608885,66.66666666666666,40.0
Jodhpur,Oilseeds,Rabi,17851.27151455815,33.18149197466991,5923.318224979648,2505.795658348279,342.47291786105546,-161.82365843715024,,,,,32.145815232568786,47.897956427562015,25.293066052890612,38.856000277693454,35.69084318157745,,,50,38.21504045455667,66.66666666666666,41.0
Nagaur,Onion,Kharif,12304.755985954926,27.085934739832062,3332.8581762513304,2527.523798232102,282.7244871643125,-140.60551481108678,192832.55,57.291666666666664,4.0,,16.966219886818777,53.627513424713555,28.441053834468242,43.55292958861543,57.797056128958594,0.0,0.0,50,29.121699308771568,100.0,61.0
Sri Ganganagar,Opium,Kharif,11039.300378938076,50.37206768087202,5560.723858373448,2485.465088150359,348.51554368155143,190.79147202556635,,,,,74.95502412478426,42.53692868398138,77.60811028383478,56.56540132392274,33.45514307043612,,,50,56.76014367539471,66.66666666666666,8.0
Bhilwara,Mustard,Rabi,18538.32036216386,45.84114556484735,8498.178422497273,2485.7560886235715,246.2831469107493,-116.45285887458363,,,,,63.67179576441706,42.61366345310493,32.024414712814156,38.37796395698862,71.27992117393383,,,50,55.714039878122755,66.66666666666666,19.0
Nagaur,Fenugreek,Rabi,9860.596412727367,40.45211484149317,3988.819784932631,2612.662662648438,273.9225402489848,-32.02449652768444,,,,,50.25164358886176,76.0780305400486,44.550461183730484,63.46700279752136,61.053672421516495,,,50,55.88581642659625,66.66666666666666,12.0
Hanumangarh,Maize,Rabi,14656.380464242146,53.61594317241768,7858.156620841395,2487.8483664724167,256.40323019502836,-81.69245905284988,63029.7,46.25,2.0,,83.03315634741917,43.165382341741214,37.18157246657533,40.77185839167486,67.53561000929432,83.42798581112653,66.41604010025061,50,65.69880414827796,100.0,3.0
Kota,Mustard,Rabi,10216.7170236169,27.40100723413937,2799.4833707328157,2384.9080130746947,310.1454691446306,154.8290104522878,,,,,17.750836089063046,16.02073833388955,72.2726110232362,38.52148740962821,47.65161699667595,,,50,35.719665404923724,66.66666666666666,50.0
Sri Ganganagar,Coriander,Kharif,15015.73109915455,36.14786692568661,5427.866495641326,2497.9801038800183,328.20750048727047,-73.80890325397858,,,,,39.53289563644925,45.83704992430525,38.35120058143773,42.84271018715824,40.96887894872192,,,50,42.79613038513633,66.66666666666666,32.0
Bhilwara,Opium,Kharif,13649.80358556227,45.14003965113265,6161.526750824535,2429.9112782833595,329.01371240129174,-193.25336973089236,,,,,61.92585135692688,27.887781460896864,20.630059294388005,24.98469259429332,40.67059007244116,,,50,45.43865315860874,66.66666666666666,38.0
Sri Ganganagar,Chilli,Kharif,11797.138711852218,35.43220317283964,4179.986156965196,2517.1989278254327,302.037566426736,68.93737802738141,,,,,37.750698250170956,50.904918034610326,59.52946939037287,54.35473857691534,50.651445141922935,,,50,47.20845206561899,66.66666666666666,25.0
Nagaur,Barley,Kharif,15360.886895135696,45.594127104966375,7003.662295418292,2570.1274617512154,181.80305849070606,53.49096807035679,69371.63,,,,63.05665261679909,64.86179853726325,57.23779342329045,61.812196491674136,95.13679153617322,79.3518469123646,,50,68.66655357757253,83.33333333333334,5.0
Nagaur,Cotton,Rabi,17134.84463426667,24.21479178412568,4149.1669507211045,2487.588697001986,280.0303048450456,55.441129147157405,91569.22,46.875,2.0,,9.816293051855194,43.09690933672524,57.52712520226548,48.86899568294134,58.79387173355707,65.08482408843429,62.65664160401001,50,44.57534093325177,100.0,38.0
Nagaur,Cumin,Rabi,10397.657487793134,56.37632874881603,5861.817567494144,2561.3516865774504,264.64972231186954,-113.19591514427711,,,,,89.90726718481605,62.54768861708045,32.50762470747631,50.531663053238795,64.48450542499049,,,50,66.3411002941338,66.66666666666666,2.0
Sri Ganganagar,Cumin,Rabi,15996.942035938777,40.77856672403225,6523.323681930056,2400.470749762615,266.32453096541127,55.86597919140456,,,,,51.064597562697,20.124522061436735,57.59015723616358,35.11077613132747,63.86484602457501,,,50,49.157375360834656,66.66666666666666,26.0
Kota,Onion,Kharif,19653.45592656757,48.45592224572401,9523.26332237522,2616.4830118474365,349.6511976695419,-85.18026394926444,192832.55,57.291666666666664,4.0,,70.18330085018086,77.08542963641491,36.664111213039796,60.91690226706487,33.03496452180643,0.0,0.0,50,42.184450344229155,100.0,27.0
Kota,Cumin,Kharif,18537.89155219148,41.14556344057715,7627.519929152337,2520.4668265037953,339.84015462105606,80.26499209675144,,,,,51.97851920033357,51.766639831262374,61.21006837741157,55.54401124972205,36.66493445300956,,,50,49.47089629063898,66.66666666666666,22.0
Bhilwara,Mustard,Kharif,20000.0,39.61435414770847,7922.870829541694,2485.7560886235715,246.2831469107493,-116.45285887458363,,,,,48.16539161249674,42.61366345310493,32.024414712814156,38.37796395698862,71.27992117393383,,,50,50.54523849414932,66.66666666666666,25.0
Udaipur,Mango,Rabi,14253.10755456278,50.95562613287363,7262.760197819377,2562.5349716091146,231.17464393832404,-164.6633891399493,,,,,76.40824338279559,62.85971252106146,24.871755041290072,47.66452952915291,76.8698886447076,,,50,63.55393339764749,66.66666666666666,4.0
Udaipur,Citrus,Kharif,16936.12784875544,36.61318370330249,6200.855601491002,2441.090367696757,320.9339084147643,103.0029107565951,,,,,40.69166096661932,30.835628368767786,64.58353456659174,44.33479084789737,43.660022019295816,,,50,44.11850228550489,66.66666666666666,38.0
Alwar,Garlic,Rabi,12105.229618259687,38.86586131164267,4704.801754888701,2528.8189447079412,263.352924211253,296.478501081692,,,,,46.30144088035767,53.96903440132078,93.28815666316306,69.69668330605771,64.96430539007227,,,50,57.01245691974906,66.66666666666666,8.0
Udaipur,Cotton,Kharif,18175.273460548764,22.99150157530109,4178.7682839973495,2499.17219893514,267.3479686992934,83.66972057610141,91569.22,46.875,2.0,,6.769967729168061,46.15139696923693,61.71520416315569,52.376919846804434,63.48618616322375,65.08482408843429,62.65664160401001,50,45.21919159980261,100.0,35.0
Alwar,Chilli,Rabi,11450.224462002676,32.99062366229162,3777.5004607469577,2570.32437740795,301.7631417217884,86.76888345629207,,,,,31.67050122359357,64.91372380490816,62.17500531503285,63.818236408958036,50.752979038208615,,,50,47.72562592456172,66.66666666666666,27.0
Hanumangarh,Tomato,Kharif,14191.779496666326,28.24619207814456,4008.637295935107,2493.535664595839,339.36386319881217,340.1557451237091,,56.666666666666664,4.0,,19.85557621865038,44.66508268112473,99.76824431835081,66.70634733601517,36.84115664800871,,3.759398496240607,50,37.302678669048234,83.33333333333334,41.0
Hanumangarh,Guava,Kharif,19507.07115628808,40.93630431322927,7985.47401113626,2463.9103324477296,309.33123526934645,-1.4046529210581769,,,,,51.45740706026686,36.85309187060366,49.09331352963859,41.749180534217636,47.952873903779704,,,50,47.876158609969586,66.66666666666666,25.0
Jaipur,Bajra,Kharif,19885.846636713875,33.38529026964125,6638.94762224262,2488.7235406278105,260.04182090120656,-70.18672056407927,37245.85,,,9.014809614544701,32.65332841481538,43.39615958418229,38.88859852969361,41.593135162386815,66.18937446735359,100.0,,50,54.34485034031584,83.33333333333334,9.0
Sri Ganganagar,Tomato,Kharif,9889.852681934535,27.87992048803189,2757.2830641068376,2520.6183459732238,436.5769868409875,-83.09210130213346,,56.666666666666664,4.0,,18.94346034304534,51.80659444499875,36.97391732119718,45.87352359547812,0.873450258840407,,3.759398496240607,50,25.785326109773038,83.33333333333334,52.0
Nagaur,Maize,Rabi,16152.196346817922,32.661616845860706,5275.56848298878,2510.0202578537096,311.64986800000037,-70.723960353319,63029.7,46.25,2.0,,30.85118476949295,49.0119534740613,38.808892014264686,44.93072889014265,47.095007206815595,83.42798581112653,66.41604010025061,50,50.41899493311815,100.0,28.0
Jaipur,Garlic,Kharif,8797.67369988037,27.086662914003178,2382.9962193605074,2470.5552075866267,261.84331677112203,-157.54974056843614,,,,9.014809614544701,16.968033238549047,38.605298504527816,25.927157397887058,33.53404206187152,65.52284229471277,,,50,37.70299075495797,66.66666666666666,39.0
Jodhpur,Tomato,Rabi,11086.59149848544,43.95130708714339,4872.701874996468,2433.7833337732764,237.13365709591483,191.7071691895963,,56.666666666666664,4.0,,58.965583968648815,28.908815140918865,77.7439658768024,48.442875435272285,74.66512423028207,,3.759398496240607,50,51.183152427509455,83.33333333333334,17.0
Kota,Onion,Kharif,16099.794738290544,34.17640460894064,5502.3309909671125,2616.4830118474365,349.6511976695419,-85.18026394926444,192832.55,57.291666666666664,4.0,,34.62341828193227,77.08542963641491,36.664111213039796,60.91690226706487,33.03496452180643,0.0,0.0,50,33.29447970216701,100.0,43.0
Sri Ganganagar,Citrus,Kharif,13458.39924798992,44.2623610863306,5957.0052715853,2428.3367514203997,416.38292640290416,-107.82273387001561,,,,,59.74019302511921,27.47258984978287,33.30480608666161,29.805476344534366,8.345013864960208,,,50,39.530527473240944,66.66666666666666,44.0
Ajmer,Tomato,Rabi,14811.962708180485,37.8934542194436,5612.764307825431,2398.7974368600517,317.5271365598122,120.12018078079888,,56.666666666666664,4.0,,43.879882751667246,19.683281269515852,67.1231043724992,38.659210510709194,44.92048732709545,,3.759398496240607,50,39.19508910440827,83.33333333333334,32.0
Nagaur,Chilli,Rabi,12042.821860993368,48.94956406354006,5894.908801904956,2529.6622960006016,285.5387662456558,0.00031933499111031616,,,,,71.41260323411416,54.19142017965962,49.301759450895624,52.235555888154025,56.75580614230537,,,50,59.08484387667354,66.66666666666666,8.0
Sri Ganganagar,Citrus,Kharif,13409.227144882678,44.52217733656813,5970.079888907897,2428.3367514203997,416.38292640290416,-107.82273387001561,,,,,60.38720615138686,27.47258984978287,33.30480608666161,29.805476344534366,8.345013864960208,,,50,39.74619851533016,66.66666666666666,42.0
Hanumangarh,Cotton,Rabi,14678.908920136326,28.750851561211118,4220.311314433772,2447.1388047829505,318.03204408467894,163.67429764067967,91569.22,46.875,2.0,,21.11231558557218,32.430558501504706,73.58492450759772,48.89230490394191,44.733677512456296,65.08482408843429,62.65664160401001,50,45.29497927771602,100.0,36.0
Sri Ganganagar,Cumin,Kharif,13339.052083958451,41.04562879173469,5475.097802717737,2400.470749762615,266.32453096541127,55.86597919140456,,,,,51.72965474512377,20.124522061436735,57.59015723616358,35.11077613132747,63.86484602457501,,,50,49.379061088310245,66.66666666666666,21.0
Bhilwara,Garlic,Kharif,20000.0,33.746683162390966,6749.336632478193,2574.8737705489516,323.56940331748535,-332.3045959409121,,,,,33.553295007109476,66.11336663872594,0.0,39.66801998323556,42.68492006495336,,,50,40.29955434422332,66.66666666666666,45.0
Hanumangarh,Garlic,Kharif,12900.823476022244,37.16215169967408,4794.223590666554,2483.5412535473192,225.56342758154267,-81.03265486833611,,,,,42.05874058241913,42.02962708936052,37.27946300533724,40.12956145575121,78.94597235486266,,,50,50.50999105331257,66.66666666666666,19.0
Udaipur,Bajra,Rabi,14663.01585092751,38.42664231088086,5634.504653023677,2561.248476217832,284.2897288141333,94.36005013005138,37245.85,,,,45.2076661124621,62.52047277433954,63.301253697457774,62.83278514358683,57.217935224500515,100.0,,50,61.05684871167553,83.33333333333334,5.0
Ajmer,Citrus,Rabi,16842.500100130277,35.4507300085486,5970.789237186712,2584.4572310757026,254.93179490866285,-104.42694508089691,,,,,37.79683510989754,68.64045748090398,33.8086155530012,54.707720709742865,68.08002366835397,,,50,50.80367529290141,66.66666666666666,13.0
Bhilwara,Opium,Kharif,13408.496557168415,32.65664524063874,4378.765152777749,2429.9112782833595,329.01371240129174,-193.25336973089236,,,,,30.838804120344587,27.887781460896864,20.630059294388005,24.98469259429332,40.67059007244116,,,50,35.07630407974798,66.66666666666666,52.0
Kota,Onion,Rabi,14174.844908545068,21.67483143228788,3072.3737397153845,2616.4830118474365,349.6511976695419,-85.18026394926444,192832.55,57.291666666666664,4.0,,3.491100973468904,77.08542963641491,36.664111213039796,60.91690226706487,33.03496452180643,0.0,0.0,50,25.511400375051164,100.0,53.0
Nagaur,Mango,Rabi,10454.426813404343,53.25921583782536,5567.945741158507,2497.9502589505228,238.95169081755617,17.425379685660598,,,,,82.14480826384589,45.82918002722547,51.88699395792291,48.252305599504446,73.99247324803102,,,50,65.04737889742269,66.66666666666666,3.0
Bhilwara,Gram,Kharif,19934.90314050385,24.75154458648677,4934.196439094761,2540.6647921373474,303.3902739725327,190.92082041466003,46863.89,,,,11.152953512357854,57.09270068795382,77.62730080095115,65.30654073315276,50.150959343146276,93.81821196798955,,50,49.938802468211534,83.33333333333334,29.0
Kota,Citrus,Rabi,16729.6708891673,27.70705735202675,4635.299508066908,2495.9311253092324,282.7288893063056,103.41680843967605,,,,,18.512984120172973,45.296748749421845,64.64494167515527,53.036025919715215,57.795427388468035,,,50,41.87302042967533,66.66666666666666,40.0
Sri Ganganagar,Mango,Kharif,20000.0,45.86370562496422,9172.741124992845,2600.0678677549295,281.3737146772511,108.35022110961363,,,,,63.727976449850146,72.75687209778738,65.3768776578756,69.80487432182267,58.29682597888155,,,50,61.51665716487907,66.66666666666666,4.0
Udaipur,Fenugreek,Kharif,14616.2472255577,44.185341297243376,6458.238721461536,2474.450481514884,309.99347259353544,163.5031687296147,,,,,59.54839280293819,39.63245472272231,73.55953530623303,53.2032869561266,47.707853923513944,,,50,53.57857824064928,66.66666666666666,20.0
Bhilwara,Garlic,Rabi,10180.66103922728,41.2592219973819,4200.461538975751,2574.8737705489516,323.56940331748535,-332.3045959409121,,,,,52.26155991891096,66.11336663872594,0.0,39.66801998323556,42.68492006495336,,,50,46.535642648157136,66.66666666666666,33.0
Ajmer,Fennel,Kharif,12730.94776414709,42.8335320024778,5453.114584774676,2436.16073414115,328.5196270392623,93.04381484032236,,,,,56.18202000245197,29.53571882368292,63.105973060151754,42.96382051827045,40.85339581478181,,,50,48.3550379686458,66.66666666666666,27.0
Jodhpur,Citrus,Rabi,13060.28134727242,39.24943150715355,5126.08618203924,2458.4225639014226,197.3608881143447,-116.02539327617669,,,,,47.25663498816926,35.40600607120435,32.08783479821582,34.07873756200894,89.38057851687498,,,50,52.71599071596714,66.66666666666666,11.0
Jodhpur,Tomato,Rabi,20000.0,46.08377600342365,9216.75520068473,2433.7833337732764,237.13365709591483,191.7071691895963,,56.666666666666664,4.0,,64.27601154556017,28.908815140918865,77.7439658768024,48.442875435272285,74.66512423028207,,3.759398496240607,50,52.7450428913069,83.33333333333334,10.0
Jaipur,Barley,Kharif,14976.082076050148,51.54906661373639,7720.030525510926,2486.549762048151,326.95860071671166,-90.95532017298035,69371.63,,,9.014809614544701,77.88607158032275,42.822949528561324,35.80730645431198,40.016692298861585,41.43095709798808,79.3518469123646,,50,58.99141884045102,83.33333333333334,4.0
Sri Ganganagar,Guava,Kharif,15232.104922942855,32.686599877812654,4978.857189130935,2394.853086415687,286.3322472836942,85.1437581401838,,,,,30.913399313779905,18.643183920706257,61.933896821811175,35.95946908114823,56.46222753962012,,,50,41.186103700823516,66.66666666666666,36.0
Ajmer,Chilli,Kharif,19569.37223180897,41.2579374485338,8073.919354470488,2608.7949394649886,264.64068803063975,-128.41063236395053,,,,,52.258361042915745,75.05813925863812,30.250323373684896,57.13501290465683,64.4878480022325,,,50,55.553026722660235,66.66666666666666,15.0
Kota,Oilseeds,Rabi,11888.261537020631,26.46078524260318,3145.727354390025,2517.5378843437566,305.0890342343076,-116.9471638664763,,,,,15.40942761452278,50.994298474062404,31.95107813340956,43.377010337801266,49.522438130866284,,,50,36.60816625442786,66.66666666666666,46.0
Alwar,Coriander,Rabi,12373.14523984573,32.26424662507753,3992.102095462868,2460.2661253266865,357.49294060823,2.163949460238926,,,,,29.861624845509994,35.8921401959052,49.62276214171382,41.38438897422864,30.133612348037758,,,50,37.016434477905186,66.66666666666666,51.0
Nagaur,Pulses,Rabi,17778.532642594924,43.50360773082874,7734.303101131837,2459.371126676146,256.01283944614437,84.74656805222712,,,,,57.85069080899334,35.65613537413659,61.87496850244983,46.143668625461885,67.68004997076073,,,50,55.12455189727311,66.66666666666666,17.0
Sri Ganganagar,Tomato,Kharif,10804.297278542575,44.01696804737271,4755.724080839245,2520.6183459732238,436.5769868409875,-83.09210130213346,,56.666666666666664,4.0,,59.12909761767141,51.80659444499875,36.97391732119718,45.87352359547812,0.873450258840407,,3.759398496240607,50,37.60463119054541,83.33333333333334,46.0
Bhilwara,Sugarcane,Rabi,13048.07229263452,25.538784031357874,3332.319003071376,2626.7664802046993,346.505037229815,106.38506022855107,,,,,13.113393838479102,79.7971075985588,65.08532046270135,73.91239274421582,34.199006687202086,,,50,40.920904015391,66.66666666666666,41.0
Udaipur,Cumin,Kharif,13222.818227283393,37.43339778172514,4949.750144973449,2503.771507611252,264.7574991071007,29.354549146630738,,,,,42.73421709851565,47.36420217705404,53.65684151713044,49.881257913084596,64.44462928500852,,,50,50.43533366666281,66.66666666666666,28.0
Alwar,Opium,Kharif,15145.56488383448,33.3945005963745,5057.7857554563925,2559.528576753733,319.07460955994225,1.87730635118284,,,,,32.676264633347415,62.06694743523482,49.58023490554818,57.072262423360165,44.34794061294281,,,50,44.980946313267076,66.66666666666666,28.0
Sri Ganganagar,Bajra,Kharif,15811.370477339517,46.10061629245931,7289.139234337482,2389.0132934877433,326.88810338919103,197.05452097240195,37245.85,,,,64.31794844537397,17.10327177861227,78.53731511473444,41.676889113061144,41.45704027567524,100.0,,50,59.03713441700777,83.33333333333334,5.0
Jodhpur,Maize,Kharif,14283.155859400773,35.73151752097816,5103.588338450405,2520.3558881303966,305.29888583810265,-153.18910357623318,63029.7,46.25,2.0,,38.49607238265426,51.73738616587923,26.574114653586296,41.67207756096205,49.444795518554194,83.42798581112653,66.41604010025061,50,52.030954817333146,100.0,22.0
Nagaur,Sugarcane,Kharif,13269.686008295002,27.478400460356667,3646.297461191218,2497.4869353255785,222.54249571330547,140.38657747721078,,,,,17.943566271263016,45.70700486030189,70.12988810915668,55.476158159843806,80.06368142939442,,,50,46.78756721892491,66.66666666666666,39.0
Alwar,Cotton,Rabi,16502.75156287314,35.32127011512427,5828.981455950315,2557.4958318309104,242.7009518956899,95.62610013976284,91569.22,46.875,2.0,,37.474444765590086,61.53092695864293,63.48908869526325,62.31419165329106,72.6052909769313,65.08482408843429,62.65664160401001,50,56.250630942261566,100.0,10.0
Jaipur,Coriander,Kharif,15297.996916287677,49.26390136290309,7536.390111339918,2537.8802144321417,304.9340956843572,262.18440713967624,,,,9.014809614544701,72.19538860099352,56.35842721768534,88.20018145607989,69.09512891304315,49.57976356249721,,,50,62.40644995630879,66.66666666666666,3.0
Sri Ganganagar,Maize,Kharif,9991.784156635884,32.131009825162614,3210.461149077717,2523.743736224537,215.29733947567934,98.90388588126542,63029.7,46.25,2.0,,29.529828976821882,52.63073777613464,63.97539087356525,57.168599015106885,82.74430357726183,83.42798581112653,66.41604010025061,50,57.88362446551017,100.0,6.0
Ajmer,Coriander,Kharif,13012.12872316246,44.33743688134251,5769.244359551194,2499.974432970563,301.7801518738215,98.70492257629785,,,,,59.92715217333754,46.36294041729961,63.94587207757356,53.3961130814092,50.74668548306872,,,50,54.36401797610204,66.66666666666666,19.0
Kota,Fennel,Rabi,12710.22253037245,38.99654441227459,4956.547573955623,2522.877054600091,348.11305172561777,-17.9805857599266,,,,,46.62687734329218,52.40219995411226,46.634058141202416,50.094943228948324,33.60406033543741,,,50,45.62175604257109,66.66666666666666,31.0
Jaipur,Sugarcane,Kharif,10117.37268635051,25.95833647705759,2626.301644560786,2517.906082920902,248.36920773888392,-63.48268798653927,,,,9.014809614544701,14.15819353548512,51.09138983785629,39.88322902203654,46.608125511528385,70.50810333118591,,,50,41.24985198113979,66.66666666666666,32.0
Udaipur,Pulses,Rabi,15779.167505164443,43.42342486187785,6851.854945434928,2473.6452711224865,329.12141518269215,245.54861932068482,,,,,57.651013657677375,39.42012643035088,85.73204580227201,57.94489417911933,40.6307413167015,,,50,52.79512459699791,66.66666666666666,23.0
Udaipur,Citrus,Rabi,16915.77737633212,25.03200826130381,4234.3587903072175,2441.090367696757,320.9339084147643,103.0029107565951,,,,,11.8513843413841,30.835628368767786,64.58353456659174,44.33479084789737,43.660022019295816,,,50,34.50507674375983,66.66666666666666,55.0
Hanumangarh,Guava,Kharif,14801.76060405805,40.219985500390585,5953.265968754673,2463.9103324477296,309.33123526934645,-1.4046529210581769,,,,,49.67357839645011,36.85309187060366,49.09331352963859,41.749180534217636,47.952873903779704,,,50,47.281549055364025,66.66666666666666,27.0
