District,Crop,Season,Area (hectares),Yield (quintals),Production (metric tons),Average_Price,Price_Volatility,Price_Trend,Cost_of_Cultivation,Disease_Risk,Disease_Count,Weather_Risk,Data_Coverage,Yield_Score,Price_Score,Price_Trend_Score,Cost_Score,Disease_Score,Weather_Score,Risk_Adjusted_Score,Rank,State,Average_Temperature,Max_Temperature,Min_Temperature,Total_Rainfall,Average_Wind_Speed,pH Level,Organic Matter (%),Nitrogen Content (kg/ha),Phosphorus Content (kg/ha),Potassium Content (kg/ha)
Kota,Citrus,Rabi,14776.69971269986,51.68054258192894,7636.678587225623,2495.9311253092324,282.7288893063056,22.37748083591441,69371.63,62.48062015503876,,50.4288,66.66666666666666,78.2134824991223,45.296748749421845,45.9398618761345,79.3518469123646,0.0,50,54.906476692939805,4,Rajasthan,,,,,,7.460185240822904,1.9380072258867425,29.79471813236223,19.470072327665406,40.096340248717205
Kota,Opium,Rabi,17045.674468878933,53.12349022660707,9055.257210534155,2483.3944626250486,268.8450137752359,-13.360563734041987,69371.63,62.48062015503876,,50.4288,66.66666666666666,81.80681457812126,41.99091936010661,44.28972859891604,79.3518469123646,0.0,50,54.89612384324373,5,Rajasthan,,,,,,7.460185240822904,1.9380072258867425,29.79471813236223,19.470072327665406,40.096340248717205
Nagaur,Wheat,Kharif,16898.345598318854,57.0098269546829,9633.717583805854,2556.833253810541,257.89704597663444,653.125324869814,74052.11,48.91472868217054,129.0,50.4288,100.0,91.48485001224948,61.35620981520303,75.06339170264101,76.34356921253551,100.0,50,75.35349860337945,1,Rajasthan,,,,,,7.527280767738022,1.9951830623964404,30.90934681333608,19.60970854747292,39.69882923778179
Nagaur,Gram,Kharif,15130.807339117362,54.60054643313953,8261.503486903659,2625.0862951061263,277.5716463498944,30.685350213439506,46863.89,62.48062015503876,,50.4288,83.33333333333334,85.48508625276789,79.35405465709619,46.32346125566416,93.81821196798955,0.0,50,65.76333347815927,2,Rajasthan,,,,,,7.527280767738022,1.9951830623964404,30.90934681333608,19.60970854747292,39.69882923778179
Nagaur,Fenugreek,Kharif,12645.30506075328,49.51350639600975,6261.133930051021,2612.662662648438,273.9225402489848,-34.64614734170709,69371.63,62.48062015503876,,50.4288,66.66666666666666,72.81697301942323,76.0780305400486,43.3069090222246,79.3518469123646,0.0,50,59.3186627530539,3,Rajasthan,,,,,,7.527280767738022,1.9951830623964404,30.90934681333608,19.60970854747292,39.69882923778179
Nagaur,Barley,Kharif,14788.503665822724,51.56242046315715,7625.310440380923,2570.1274617512154,181.8030584907061,-80.02569391061161,69371.63,62.48062015503876,,50.4288,83.33333333333334,77.91932629727573,64.86179853726325,41.21159852609898,79.3518469123646,0.0,50,58.03670809754112,4,Rajasthan,,,,,,7.527280767738022,1.9951830623964404,30.90934681333608,19.60970854747292,39.69882923778179
Nagaur,Guava,Kharif,16367.663316244823,48.56444373314866,7948.86464164893,2500.455122532448,277.585217086817,496.922387673792,69371.63,62.48062015503876,,50.4288,66.66666666666666,70.45354886885423,46.48969485911924,67.85103110014997,79.3518469123646,0.0,50,56.491757890914585,5,Rajasthan,,,,,,7.527280767738022,1.9951830623964404,30.90934681333608,19.60970854747292,39.69882923778179
Nagaur,Wheat,Rabi,17488.216743550467,34.7927532391192,6084.632097505841,2556.833253810541,257.89704597663444,653.125324869814,74052.11,48.91472868217054,129.0,50.4288,100.0,36.15829400166894,61.35620981520303,75.06339170264101,76.34356921253551,100.0,50,61.52185960073432,1,Rajasthan,,,,,,7.527280767738022,1.9951830623964404,30.90934681333608,19.60970854747292,39.69882923778179
Nagaur,Cumin,Rabi,10397.657487793134,56.37632874881603,5861.817567494144,2561.3516865774504,264.64972231186954,-68.25440975437004,69371.63,62.48062015503876,,50.4288,66.66666666666666,89.90726718481605,62.54768861708045,41.75511420905098,79.3518469123646,0.0,50,60.652398687832445,2,Rajasthan,,,,,,7.527280767738022,1.9951830623964404,30.90934681333608,19.60970854747292,39.69882923778179
Nagaur,Chilli,Rabi,12042.821860993368,48.94956406354006,5894.908801904956,2529.6622960006016,285.5387662456558,553.4517984912732,69371.63,62.48062015503876,,50.4288,66.66666666666666,71.41260323411416,54.19142017965962,70.46116444834935,79.3518469123646,0.0,50,58.66338654856756,3,Rajasthan,,,,,,7.527280767738022,1.9951830623964404,30.90934681333608,19.60970854747292,39.69882923778179
Nagaur,Barley,Rabi,20000.0,50.82013218638949,10164.026437277898,2570.1274617512154,181.8030584907061,-80.02569391061161,69371.63,62.48062015503876,,50.4288,83.33333333333334,76.07082660526572,64.86179853726325,41.21159852609898,79.3518469123646,0.0,50,57.57458317453862,4,Rajasthan,,,,,,7.527280767738022,1.9951830623964404,30.90934681333608,19.60970854747292,39.69882923778179
Nagaur,Mango,Rabi,10454.426813404343,53.25921583782536,5567.945741158507,2497.9502589505228,238.95169081755617,-73.11752587805631,69371.63,62.48062015503876,,50.4288,66.66666666666666,82.14480826384589,45.82918002722547,41.53056947407075,79.3518469123646,0.0,50,55.33440052937186,5,Rajasthan,,,,,,7.527280767738022,1.9951830623964404,30.90934681333608,19.60970854747292,39.69882923778179
Sri Ganganagar,Mango,Kharif,20000.0,45.86370562496422,9172.741124992845,2600.067867754929,281.3737146772511,355.54037319511417,69371.63,62.48062015503876,,50.4288,66.66666666666666,63.72797644985015,72.75687209778738,61.322997188423976,79.3518469123646,0.0,50,59.0845951471383,1,Rajasthan,,,,,,7.5126210727871205,2.017380329785331,29.62787123430268,19.340775395803934,39.3521315376596
Sri Ganganagar,Wheat,Kharif,18095.533618405905,38.07061425056716,6889.08080044501,2534.583143620669,359.8771878092114,96.90063276117417,74052.11,48.91472868217054,129.0,50.4288,100.0,44.321059412026784,55.48901293560765,49.38082050705125,76.34356921253551,100.0,50,58.53672589806624,2,Rajasthan,,,,,,7.5126210727871205,2.017380329785331,29.62787123430268,19.340775395803934,39.3521315376596
Sri Ganganagar,Opium,Kharif,11039.300378938076,50.37206768087202,5560.723858373448,2485.465088150359,348.51554368155143,738.3219447275462,69371.63,62.48062015503876,,50.4288,66.66666666666666,74.95502412478426,42.53692868398138,78.99717653125923,79.3518469123646,0.0,50,58.49849528453592,3,Rajasthan,,,,,,7.5126210727871205,2.017380329785331,29.62787123430268,19.340775395803934,39.3521315376596
Sri Ganganagar,Mustard,Kharif,14730.79291713832,43.022148937893576,6337.503668543925,2594.168458070026,229.53995706835244,399.394080906538,69371.63,62.48062015503876,,50.4288,66.66666666666666,56.65172747047529,71.20123943802311,63.34785510370193,79.3518469123646,0.0,50,57.30813505763342,4,Rajasthan,,,,,,7.5126210727871205,2.017380329785331,29.62787123430268,19.340775395803934,39.3521315376596
Sri Ganganagar,Bajra,Kharif,7501.782855379281,50.59891763831232,3795.820928398396,2389.013293487744,326.88810338919103,558.3860793016115,37245.85,62.48062015503876,,50.4288,83.33333333333334,75.51994221602352,17.10327177861227,70.6889950714922,100.0,0.0,50,55.40398917045216,5,Rajasthan,,,,,,7.5126210727871205,2.017380329785331,29.62787123430268,19.340775395803934,39.3521315376596
Sri Ganganagar,Mustard,Rabi,15265.220658875542,56.65060314589877,8647.839574805337,2594.168458070026,229.53995706835244,399.394080906538,69371.63,62.48062015503876,,50.4288,66.66666666666666,90.59028502896338,71.20123943802311,63.34785510370193,79.3518469123646,0.0,50,65.79277444725544,1,Rajasthan,,,,,,7.5126210727871205,2.017380329785331,29.62787123430268,19.340775395803934,39.3521315376596
Sri Ganganagar,Wheat,Rabi,13609.746921562612,40.476299769816144,5508.721961885008,2534.583143620669,359.8771878092114,96.90063276117417,74052.11,48.91472868217054,129.0,50.4288,100.0,50.31187063804941,55.48901293560765,49.38082050705125,76.34356921253551,100.0,50,60.03442870457189,2,Rajasthan,,,,,,7.5126210727871205,2.017380329785331,29.62787123430268,19.340775395803934,39.3521315376596
Sri Ganganagar,Bajra,Rabi,15055.255137568654,56.89375572522771,8565.500081778106,2389.013293487744,326.88810338919103,558.3860793016115,37245.85,62.48062015503876,,50.4288,83.33333333333334,91.1958010825891,17.10327177861227,70.6889950714922,100.0,0.0,50,59.32295388709356,3,Rajasthan,,,,,,7.5126210727871205,2.017380329785331,29.62787123430268,19.340775395803934,39.3521315376596
Sri Ganganagar,Maize,Rabi,16286.44950099172,51.95658877802741,8461.883593771365,2523.743736224537,215.2973394756793,236.8327788012043,63029.7,62.48062015503876,,50.4288,83.33333333333334,78.90091260470146,52.63073777613464,55.84190962123752,83.42798581112653,0.0,50,58.6418600212569,4,Rajasthan,,,,,,7.5126210727871205,2.017380329785331,29.62787123430268,19.340775395803934,39.3521315376596
Sri Ganganagar,Mango,Rabi,16472.924854914752,42.03086039070394,6923.712048034789,2600.067867754929,281.3737146772511,355.54037319511417,69371.63,62.48062015503876,,50.4288,66.66666666666666,54.18314938359997,72.75687209778738,61.322997188423976,79.3518469123646,0.0,50,56.69838838057575,5,Rajasthan,,,,,,7.5126210727871205,2.017380329785331,29.62787123430268,19.340775395803934,39.3521315376596
Udaipur,Gram,Kharif,12418.759904148144,47.18522857546128,5859.820247010037,2603.7957709132465,322.89173511630725,271.8964748451868,46863.89,62.48062015503876,,50.4288,83.33333333333334,67.01892801601991,73.73989382627603,57.460906193677005,93.81821196798955,0.0,50,61.69457849351016,1,Rajasthan,,,,,,7.507105840661876,1.992333439148617,29.41697815061521,20.070176720112013,40.326699088028754
Udaipur,Bajra,Kharif,13194.88016331181,50.42611943789738,6653.666030839041,2561.248476217832,284.2897288141333,-36.72958975246684,37245.85,62.48062015503876,,50.4288,83.33333333333334,75.08962770043152,62.52047277433954,43.2107102040035,100.0,0.0,50,60.25810801057632,2,Rajasthan,,,,,,7.507105840661876,1.992333439148617,29.41697815061521,20.070176720112013,40.326699088028754
Udaipur,Chilli,Kharif,11419.08950473056,50.37604310713397,5752.485451345277,2565.603941010463,295.2578382433757,12.94391831967596,69371.63,62.48062015503876,,50.4288,66.66666666666666,74.96492401738773,63.66897807262543,45.50428585013525,79.3518469123646,0.0,50,57.70344653324699,3,Rajasthan,,,,,,7.507105840661876,1.992333439148617,29.41697815061521,20.070176720112013,40.326699088028754
Udaipur,Pomegranate,Kharif,14054.192266078962,41.809690007919286,5876.014219564581,2567.401369679133,336.866301472968,740.4177369164086,69371.63,62.48062015503876,,50.4288,66.66666666666666,53.63237497794794,64.14294731529992,79.0939455759731,79.3518469123646,0.0,50,57.50355208079762,4,Rajasthan,,,,,,7.507105840661876,1.992333439148617,29.41697815061521,20.070176720112013,40.326699088028754
Udaipur,Guava,Kharif,11961.506638996729,46.59791993069445,5573.813286144397,2627.1128861523957,168.65883181758016,-212.28130006683568,69371.63,62.48062015503876,,50.4288,66.66666666666666,65.55636975806952,79.88845239991265,35.104958405096085,79.3518469123646,0.0,50,57.03530371711902,5,Rajasthan,,,,,,7.507105840661876,1.992333439148617,29.41697815061521,20.070176720112013,40.326699088028754
Udaipur,Pomegranate,Rabi,14451.31067668548,47.69438411375079,6892.46362360985,2567.401369679133,336.866301472968,740.4177369164086,69371.63,62.48062015503876,,50.4288,66.66666666666666,68.28686378325546,64.14294731529992,79.0939455759731,79.3518469123646,0.0,50,61.167174282124506,1,Rajasthan,,,,,,7.507105840661876,1.992333439148617,29.41697815061521,20.070176720112013,40.326699088028754
Udaipur,Fennel,Rabi,13448.134649698884,52.20870772213333,7021.097313340229,2543.258940436375,330.1459237111207,388.4306059596906,69371.63,62.48062015503876,,50.4288,66.66666666666666,79.52875734523688,57.77675926902949,62.84163840770083,79.3518469123646,0.0,50,60.26656398812493,2,Rajasthan,,,,,,7.507105840661876,1.992333439148617,29.41697815061521,20.070176720112013,40.326699088028754
Udaipur,Opium,Rabi,13128.693117912584,45.90367577260799,6026.552722027292,2535.642031221851,303.2934197319395,877.2922778177767,69371.63,62.48062015503876,,50.4288,66.66666666666666,63.827512988310446,55.76823411592906,85.41385584143909,79.3518469123646,0.0,50,59.32538048333397,3,Rajasthan,,,,,,7.507105840661876,1.992333439148617,29.41697815061521,20.070176720112013,40.326699088028754
Udaipur,Maize,Rabi,15801.150797607776,48.22748979498989,7620.498388407254,2492.3303941659274,322.9184962728597,614.3528156131001,63029.7,62.48062015503876,,50.4288,83.33333333333334,69.61444192024348,44.34726138293335,73.27314804114113,83.42798581112653,0.0,50,57.278232834487696,4,Rajasthan,,,,,,7.507105840661876,1.992333439148617,29.41697815061521,20.070176720112013,40.326699088028754
Udaipur,Mango,Rabi,14253.10755456278,50.95562613287363,7262.760197819377,2562.5349716091146,231.17464393832404,-202.51793189676664,69371.63,62.48062015503876,,50.4288,66.66666666666666,76.40824338279559,62.85971252106146,35.55576255258182,79.3518469123646,0.0,50,56.41014476965316,5,Rajasthan,,,,,,7.507105840661876,1.992333439148617,29.41697815061521,20.070176720112013,40.326699088028754
